geo,year,siec,fuel,unit,GFC_ELC,GEP_RED,electricity_consumption,GHP_RED,FC_IND_OTH_E,GFC_HEAT_CL_E,heat_consumption,FC_TRA_OTH_E_RED,FC_TRA_RAIL_E_RED,FC_TRA_ROAD_E_RED,GFC_TRA_E_NMULTI,GFC_TRA_E_MULTI,transport_consumption,all_sectors_consumption
EU27_2020,2017,R5300,Biogases,KTOE,,"4786,575408426484","4786,575408426484","704,873","2422,698",,"3127,571","0,0","0,0","150,694",,,"150,694","8064,840408426484"
EU27_2020,2017,RA000,Renewables and biofuels,KTOE,,"78292,19578675838","78292,19578675838",,,"98567,519","98567,519",,,,"15610,944","20294,915","15610,944","192470,65878675837"
EU27_2020,2017,TOTAL,Total,KTOE,"251726,37231298367",,"251726,37231298367",,,"470240,609","470240,609",,,,"268692,454","270903,396","268692,454","990659,4353129837"
EU27_2020,2017,W6210,Renewable municipal waste,KTOE,,"1612,1103181427345","1612,1103181427345","2893,055","837,05",,"3730,1049999999996",,,,,,,"5342,215318142734"
EU27_2020,2018,R5110-5150_W6000RI,Primary solid biofuels,KTOE,,"6531,204127257094","6531,204127257094","10849,319","64882,438",,"75731,757",,,,,,,"82262,96112725709"
EU27_2020,2018,R5200,Liquid biofuels,KTOE,,,,,,,,"4,254","20,852","15170,41",,,"15195,516","15195,516"
EU27_2020,2018,R5300,Biogases,KTOE,,"4757,0644883920895","4757,0644883920895","859,943","2359,461",,"3219,4039999999995","0,0","0,0","165,34599999999998",,,"165,34599999999998","8141,814488392089"
EU27_2020,2018,RA000,Renewables and biofuels,KTOE,,"81060,85821152192","81060,85821152192",,,"98658,948","98658,948",,,,"17131,334","22500,355","17131,334","196851,1402115219"
EU27_2020,2018,TOTAL,Total,KTOE,"251731,5958727429",,"251731,5958727429",,,"466884,187","466884,187",,,,"269781,549","272041,955","269781,549","988397,3318727429"
EU27_2020,2018,W6210,Renewable municipal waste,KTOE,,"1660,1546861564916","1660,1546861564916","2864,325","975,003",,"3839,328",,,,,,,"5499,482686156492"
EU28,2004,R5110-5150_W6000RI,Primary solid biofuels,KTOE,,"3283,815649183147","3283,815649183147","4670,523","51796,748",,"56467,271",,,,,,,"59751,08664918315"
EU28,2004,R5200,Liquid biofuels,KTOE,,,,,,,,"0,0","4,419","1848,5",,,"1852,919","1852,919"
EU28,2004,R5300,Biogases,KTOE,,"991,9234737747205","991,9234737747205","104,686","576,034",,"680,72","0,0","0,0","10,783",,,"10,783","1683,4264737747203"
EU28,2004,RA000,Renewables and biofuels,KTOE,,"39998,46027515047","39998,46027515047",,,"62405,66","62405,66",,,,"2951,535","4312,74","2951,535","105355,65527515048"
EU28,2004,TOTAL,Total,KTOE,"280854,2781599312",,"280854,2781599312",,,"598694,181","598694,181",,,,"306910,789","308244,078","306910,789","1186459,248159931"
EU28,2004,W6210,Renewable municipal waste,KTOE,,"844,4810834049872","844,4810834049872","1322,06","628,762",,"1950,822",,,,,,,"2795,303083404987"
EU28,2005,R5110-5150_W6000RI,Primary solid biofuels,KTOE,,"3779,58796216681","3779,58796216681","4902,31","54819,10400000001",,"59721,414000000004",,,,,,,"63501,00196216682"
EU28,2005,R5200,Liquid biofuels,KTOE,,,,,,,,"0,0","11,114","3208,593",,,"3219,707","3219,707"
EU28,2005,R5300,Biogases,KTOE,,"1103,1396388650041","1103,1396388650041","134,77100000000002","599,899",,"734,6700000000001","0,0","0,0","13,388",,,"13,388","1851,1976388650041"
EU28,2005,RA000,Renewables and biofuels,KTOE,,"42076,208512467754","42076,208512467754",,,"66444,349","66444,349",,,,"4313,669","5651,863","4313,669","112834,22651246775"
EU28,2005,TOTAL,Total,KTOE,"284361,34170249355",,"284361,34170249355",,,"597135,581","597135,581",,,,"307428,385","308738,958","307428,385","1188925,3077024936"
EU28,2005,W6210,Renewable municipal waste,KTOE,,"994,0397248495271","994,0397248495271","1464,7820000000004","470,598",,"1935,3800000000003",,,,,,,"2929,4197248495275"
EU28,2006,R5110-5150_W6000RI,Primary solid biofuels,KTOE,,"4168,205503009459","4168,205503009459","5154,389","56861,148",,"62015,537000000004",,,,,,,"66183,74250300946"
EU28,2006,R5200,Liquid biofuels,KTOE,,,,,,,,"0,0","15,380999999999998","5359,61",,,"5374,991","5374,991"
EU28,2006,R5300,Biogases,KTOE,,"1292,6838349097163","1292,6838349097163","129,493","667,434",,"796,9269999999999","0,0","0,0","19,78",,,"19,78","2109,3908349097164"
EU28,2006,RA000,Renewables and biofuels,KTOE,,"44018,504815133274","44018,504815133274",,,"69751,396","69751,396",,,,"6447,998000000001","7746,227","6447,998000000001","120217,89881513327"
EU28,2006,TOTAL,Total,KTOE,"287608,6408426483",,"287608,6408426483",,,"588610,3670000001","588610,3670000001",,,,"313128,892","314399,063","313128,892","1189347,8998426483"
EU28,2006,W6210,Renewable municipal waste,KTOE,,"1094,6980223559758","1094,6980223559758","1536,406","501,959",,"2038,365",,,,,,,"3133,0630223559756"
EU28,2007,R5110-5150_W6000RI,Primary solid biofuels,KTOE,,"4352,282889079966","4352,282889079966","5189,532","60027,139",,"65216,671",,,,,,,"69568,95388907997"
EU28,2007,R5200,Liquid biofuels,KTOE,,,,,,,,"0,0","21,806","7532,843000000002",,,"7554,649000000001","7554,649000000001"
EU28,2007,R5300,Biogases,KTOE,,"1817,4306104901118","1817,4306104901118","142,727","864,383",,"1007,11","0,0","0,0","23,706",,,"23,706","2848,246610490112"
EU28,2007,RA000,Renewables and biofuels,KTOE,,"46485,87007738607","46485,87007738607",,,"74581,36099999999","74581,36099999999",,,,"8650,669","9870,635","8650,669","129717,90007738606"
EU28,2007,TOTAL,Total,KTOE,"289566,3610490112",,"289566,3610490112",,,"562200,244","562200,244",,,,"317683,077","319003,223","317683,077","1169449,682049011"
EU28,2007,W6210,Renewable municipal waste,KTOE,,"1246,4660361134995","1246,4660361134995","1736,5479999999998","725,6489999999999",,"2462,1969999999997",,,,,,,"3708,6630361134994"
EU28,2008,R5110-5150_W6000RI,Primary solid biofuels,KTOE,,"4835,852536543422","4835,852536543422","5700,048000000002","63663,264",,"69363,312",,,,,,,"74199,16453654342"
EU28,2008,R5200,Liquid biofuels,KTOE,,,,,,,,"2,0","23,611","9702,524",,,"9728,135","9728,135"
EU28,2008,R5300,Biogases,KTOE,,"2095,6361994840927","2095,6361994840927","134,243","914,538",,"1048,781","0,0","0,0","28,476",,,"28,476","3172,8931994840927"
EU28,2008,RA000,Renewables and biofuels,KTOE,,"49218,36036113499","49218,36036113499",,,"79804,119","79804,119",,,,"10841,18","12229,115","10841,18","139863,65936113498"
EU28,2008,TOTAL,Total,KTOE,"290617,8294926913",,"290617,8294926913",,,"575110,6410000001","575110,6410000001",,,,"312467,278","313801,55600000004","312467,278","1178195,7484926914"
EU28,2008,W6210,Renewable municipal waste,KTOE,,"1303,0227858985384","1303,0227858985384","1935,559","348,962",,"2284,5209999999997",,,,,,,"3587,543785898538"
EU28,2009,R5110-5150_W6000RI,Primary solid biofuels,KTOE,,"5244,012897678418","5244,012897678418","6049,542","64003,573",,"70053,11499999999",,,,,,,"75297,12789767841"
EU28,2009,R5200,Liquid biofuels,KTOE,,,,,,,,"2,0","25,259","11390,65",,,"11417,909","11417,909"
EU28,2009,R5300,Biogases,KTOE,,"2395,5358555460016","2395,5358555460016","151,418","1098,28",,"1249,6979999999999","0,0","0,0","36,932",,,"36,932","3682,1658555460012"
EU28,2009,RA000,Renewables and biofuels,KTOE,,"52394,826225279445","52394,826225279445",,,"81937,086","81937,086",,,,"12574,17","14159,693","12574,17","146906,08222527945"
EU28,2009,TOTAL,Total,KTOE,"276273,9276870163",,"276273,9276870163",,,"535263,348","535263,348",,,,"304354,707","305745,155","304354,707","1115891,9826870163"
EU28,2009,W6210,Renewable municipal waste,KTOE,,"1310,9577815993118","1310,9577815993118","1961,068","391,458",,"2352,526",,,,,,,"3663,4837815993114"
EU28,2010,R5110-5150_W6000RI,Primary solid biofuels,KTOE,,"5982,971367153912","5982,971367153912","7563,393","68547,62599999999",,"76111,01899999999",,,,,,,"82093,99036715389"
EU28,2010,R5200,Liquid biofuels,KTOE,,,,,,,,"2,0","27,003","12989,762",,,"13018,765000000001","13018,765000000001"
EU28,2010,R5300,Biogases,KTOE,,"2774,296216680997","2774,296216680997","168,215","1402,641",,"1570,856","0,0","0,0","55,854",,,"55,854","4401,006216680998"
EU28,2010,RA000,Renewables and biofuels,KTOE,,"56527,529922613925","56527,529922613925",,,"89128,13900000002","89128,13900000002",,,,"14251,868","15927,423","14251,868","159907,53692261394"
EU28,2010,TOTAL,Total,KTOE,"287503,2864144455",,"287503,2864144455",,,"575370,884","575370,884",,,,"303590,203","305074,837","303590,203","1166464,3734144454"
EU28,2010,W6210,Renewable municipal waste,KTOE,,"1459,0081685296645","1459,0081685296645","2023,12","425,384",,"2448,504",,,,,,,"3907,5121685296645"
EU28,2011,R5110-5150_W6000RI,Primary solid biofuels,KTOE,,"6243,526827171109","6243,526827171109","7306,889","63289,508",,"70596,397",,,,,,,"76839,92382717111"
EU28,2011,R5200,Liquid biofuels,KTOE,,,,,,,,"1,937","27,318","13643,193",,,"13672,447999999999","13672,447999999999"
EU28,2011,R5300,Biogases,KTOE,,"3300,5145313843504","3300,5145313843504","500,037","1578,071",,"2078,1079999999997","0,0","0,0","77,63600000000002",,,"77,63600000000002","5456,25853138435"
EU28,2011,RA000,Renewables and biofuels,KTOE,,"61197,897764402405","61197,897764402405",,,"84874,491","84874,491",,,,"9766,572","12073,537","9766,572","155838,9607644024"
EU28,2011,TOTAL,Total,KTOE,"282790,4395528805",,"282790,4395528805",,,"526921,119","526921,119",,,,"301357,72","303035,733","301357,72","1111069,2785528805"
EU28,2011,W6210,Renewable municipal waste,KTOE,,"1551,2608770421325","1551,2608770421325","2086,292","548,445",,"2634,737",,,,,,,"4185,997877042133"
EU28,2012,R5110-5150_W6000RI,Primary solid biofuels,KTOE,,"6757,996130696474","6757,996130696474","8690,044","68368,983",,"77059,02699999999",,,,,,,"83817,02313069646"
EU28,2012,R5200,Liquid biofuels,KTOE,,,,,,,,"1,959","30,523000000000003","14258,079",,,"14290,561","14290,561"
EU28,2012,R5300,Biogases,KTOE,,"4048,365520206363","4048,365520206363","352,521","1712,001",,"2064,522","0,0","0,0","103,996",,,"103,996","6216,883520206363"
EU28,2012,RA000,Renewables and biofuels,KTOE,,"66430,28890799655","66430,28890799655",,,"92314,458","92314,458",,,,"12395,056","15440,004","12395,056","171139,80290799655"
EU28,2012,TOTAL,Total,KTOE,"282937,10877042136",,"282937,10877042136",,,"539293,105","539293,105",,,,"292279,50800000003","293989,717","292279,50800000003","1114509,7217704214"
EU28,2012,W6210,Renewable municipal waste,KTOE,,"1576,9307824591574","1576,9307824591574","2232,054","578,8580000000002",,"2810,9120000000003",,,,,,,"4387,842782459158"
EU28,2013,R5110-5150_W6000RI,Primary solid biofuels,KTOE,,"6905,747635425623","6905,747635425623","9115,379","69755,079",,"78870,458",,,,,,,"85776,20563542562"
EU28,2013,R5200,Liquid biofuels,KTOE,,,,,,,,"1,336","27,572","12947,026000000002",,,"12975,934000000001","12975,934000000001"
EU28,2013,R5300,Biogases,KTOE,,"4629,252020636286","4629,252020636286","472,408","1959,032",,"2431,44","0,0","0,0","108,179",,,"108,179","7168,871020636287"
EU28,2013,RA000,Renewables and biofuels,KTOE,,"70996,72691315562","70996,72691315562",,,"95552,863","95552,863",,,,"12656,82","16082,576","12656,82","179206,40991315563"
EU28,2013,TOTAL,Total,KTOE,"280324,6172828891",,"280324,6172828891",,,"544545,379","544545,379",,,,"288461,602","290320,533","288461,602","1113331,598282889"
EU28,2013,W6210,Renewable municipal waste,KTOE,,"1599,6852966466035","1599,6852966466035","2446,484","732,247",,"3178,7309999999998",,,,,,,"4778,416296646603"
EU28,2014,R5110-5150_W6000RI,Primary solid biofuels,KTOE,,"7270,416423043853","7270,416423043853","9193,393","64388,70400000001",,"73582,09700000001",,,,,,,"80852,51342304386"
EU28,2014,R5200,Liquid biofuels,KTOE,,,,,,,,"3,003","30,769","14039,93",,,"14073,702000000001","14073,702000000001"
EU28,2014,R5300,Biogases,KTOE,,"4968,613155631986","4968,613155631986","575,9490000000002","2183,582000000001",,"2759,531000000001","0,0","0,0","116,954",,,"116,954","7845,098155631987"
EU28,2014,RA000,Renewables and biofuels,KTOE,,"75073,52828890801","75073,52828890801",,,"92273,887","92273,887",,,,"13792,583","17548,061","13792,583","181139,998288908"
EU28,2014,TOTAL,Total,KTOE,"273744,5842648323",,"273744,5842648323",,,"499216,103","499216,103",,,,"292342,709","294295,354","292342,709","1065303,3962648322"
EU28,2014,W6210,Renewable municipal waste,KTOE,,"1694,4594153052449","1694,4594153052449","2583,311","709,0419999999998",,"3292,353",,,,,,,"4986,812415305245"
EU28,2015,R5110-5150_W6000RI,Primary solid biofuels,KTOE,,"7866,933533963887","7866,933533963887","9600,453","67229,642",,"76830,095",,,,,,,"84697,0285339639"
EU28,2015,R5200,Liquid biofuels,KTOE,,,,,,,,"1,501","26,581","13817,558",,,"13845,640000000001","13845,640000000001"
EU28,2015,R5300,Biogases,KTOE,,"5180,951074806535","5180,951074806535","635,143","2311,94",,"2947,083","0,0","0,0","114,221",,,"114,221","8242,255074806535"
EU28,2015,RA000,Renewables and biofuels,KTOE,,"79966,40309544282","79966,40309544282",,,"96757,742","96757,742",,,,"14522,837","19409,314","14522,837","191246,98209544283"
EU28,2015,TOTAL,Total,KTOE,"277718,48959587276",,"277718,48959587276",,,"513214,675","513214,675",,,,"297498,42600000004","299596,202","297498,42600000004","1088431,5905958728"
EU28,2015,W6210,Renewable municipal waste,KTOE,,"1770,8447119518485","1770,8447119518485","2772,502","755,7639999999999",,"3528,2659999999996",,,,,,,"5299,110711951848"
EU28,2016,R5110-5150_W6000RI,Primary solid biofuels,KTOE,,"7905,49750644884","7905,49750644884","10497,682","68023,545",,"78521,227",,,,,,,"86426,72450644884"
EU28,2016,R5200,Liquid biofuels,KTOE,,,,,,,,"2,5380000000000003","25,141","13603,0",,,"13630,679","13630,679"
EU28,2016,R5300,Biogases,KTOE,,"5280,172656921754","5280,172656921754","657,471","2545,597",,"3203,068","0,0","0,0","126,139",,,"126,139","8609,379656921754"
EU28,2016,RA000,Renewables and biofuels,KTOE,,"82561,5535683577","82561,5535683577",,,"99858,35","99858,35",,,,"15417,213","21119,45","15417,213","197837,11656835768"
EU28,2016,TOTAL,Total,KTOE,"279863,3215821152",,"279863,3215821152",,,"522938,64700000006","522938,64700000006",,,,"303923,085","306212,005","303923,085","1106725,0535821153"
EU28,2016,W6210,Renewable municipal waste,KTOE,,"1818,245399828031","1818,245399828031","2789,87","811,926",,"3601,796",,,,,,,"5420,041399828031"
EU28,2017,R5110-5150_W6000RI,Primary solid biofuels,KTOE,,"8149,6825451418745","8149,6825451418745","10934,999","68887,782",,"79822,781",,,,,,,"87972,46354514187"
EU28,2017,R5200,Liquid biofuels,KTOE,,,,,,,,"2,822","21,349","14692,626",,,"14716,797","14716,797"
EU28,2017,R5300,Biogases,KTOE,,"5305,555631986243","5305,555631986243","704,873","2578,378",,"3283,251","0,0","0,0","150,694",,,"150,694","8739,500631986242"
EU28,2017,RA000,Renewables and biofuels,KTOE,,"86475,87265692175","86475,87265692175",,,"102346,968","102346,968",,,,"16682,658","22261,119","16682,658","205505,49865692173"
EU28,2017,TOTAL,Total,KTOE,"281648,2481513328",,"281648,2481513328",,,"525002,223","525002,223",,,,"309273,0","311661,739","309273,0","1115923,4711513328"
EU28,2017,W6210,Renewable municipal waste,KTOE,,"1908,4820292347379","1908,4820292347379","2905,112","888,951",,"3794,063",,,,,,,"5702,545029234738"
EU28,2018,R5110-5150_W6000RI,Primary solid biofuels,KTOE,,"8554,551934651763","8554,551934651763","10944,135","67920,725",,"78864,86",,,,,,,"87419,41193465177"
EU28,2018,R5200,Liquid biofuels,KTOE,,,,,,,,"4,254","20,852","16480,645",,,"16505,751","16505,751"
EU28,2018,R5300,Biogases,KTOE,,"5247,257781599312","5247,257781599312","859,943","2556,897",,"3416,84","0,0","0,0","179,403",,,"179,403","8843,500781599312"
EU28,2018,RA000,Renewables and biofuels,KTOE,,"90284,97188306105","90284,97188306105",,,"102856,964","102856,964",,,,"18570,944","25131,68","18570,944","211712,87988306105"
EU28,2018,TOTAL,Total,KTOE,"281598,4765262253",,"281598,4765262253",,,"522746,677","522746,677",,,,"310278,732","312723,677","310278,732","1114623,8855262254"
EU28,2018,W6210,Renewable municipal waste,KTOE,,"1972,9343938091147","1972,9343938091147","2874,26","1028,695",,"3902,955",,,,,,,"5875,889393809115"
FI,2004,R5110-5150_W6000RI,Primary solid biofuels,KTOE,,"874,7980223559758","874,7980223559758","1126,206","4573,135",,"5699,341",,,,,,,"6574,1390223559765"
FI,2004,R5200,Liquid biofuels,KTOE,,,,,,,,"0,0","0,0","5,0",,,"5,0","5,0"
FI,2004,R5300,Biogases,KTOE,,"3,2793637145313848","3,2793637145313848","5,541","15,979",,"21,52","0,0","0,0","0,0",,,"0,0","24,799363714531385"
FI,2004,RA000,Renewables and biofuels,KTOE,,"2083,4870163370597","2083,4870163370597",,,"5811,935","5811,935",,,,"19,469","41,174","19,469","7914,89101633706"
FI,2004,TOTAL,Total,KTOE,"7800,085984522785",,"7800,085984522785",,,"14695,486","14695,486",,,,"4056,416","4078,121","4056,416","26551,987984522788"
FI,2004,W6210,Renewable municipal waste,KTOE,,"19,562940670679275","19,562940670679275","36,878","22,093000000000004",,"58,971000000000004",,,,,,,"78,53394067067927"
FI,2005,R5110-5150_W6000RI,Primary solid biofuels,KTOE,,"792,186328460877","792,186328460877","1117,655","4200,081",,"5317,736",,,,,,,"6109,922328460877"
FI,2005,R5200,Liquid biofuels,KTOE,,,,,,,,"0,0","0,0",,,,"0,0","0,0"
FI,2005,R5300,Biogases,KTOE,,"2,8665520206362856","2,8665520206362856","20,78","15,191",,"35,971000000000004","0,0","0,0","0,0",,,"0,0","38,83755202063629"
FI,2005,RA000,Renewables and biofuels,KTOE,,"2027,4676698194326","2027,4676698194326",,,"5473,201","5473,201",,,,"14,883","37,207","14,883","7515,551669819432"
FI,2005,TOTAL,Total,KTOE,"7531,986242476354",,"7531,986242476354",,,"13976,986","13976,986",,,,"4068,353","4090,677","4068,353","25577,325242476352"
FI,2005,W6210,Renewable municipal waste,KTOE,,"22,85047291487532","22,85047291487532","48,74800000000001","18,917",,"67,66500000000002",,,,,,,"90,51547291487535"
FI,2006,R5110-5150_W6000RI,Primary solid biofuels,KTOE,,"907,0986242476354","907,0986242476354","1257,906","4693,9670000000015",,"5951,873000000001",,,,,,,"6858,971624247637"
FI,2006,R5200,Liquid biofuels,KTOE,,,,,,,,"0,0","0,0","1,0",,,"1,0","1,0"
FI,2006,R5300,Biogases,KTOE,,"3,5427343078245914","3,5427343078245914","15,955","14,164",,"30,119","0,0","0,0","0,0",,,"0,0","33,66173430782459"
FI,2006,RA000,Renewables and biofuels,KTOE,,"2128,849355116079","2128,849355116079",,,"6120,845","6120,845",,,,"16,503","39,757","16,503","8266,19735511608"
FI,2006,TOTAL,Total,KTOE,"8057,867583834909",,"8057,867583834909",,,"14765,921","14765,921",,,,"4133,313","4156,568","4133,313","26957,101583834912"
FI,2006,W6210,Renewable municipal waste,KTOE,,"19,190111779879622","19,190111779879622","39,553","21,424",,"60,977",,,,,,,"80,16711177987962"
FI,2007,R5110-5150_W6000RI,Primary solid biofuels,KTOE,,"827,7533104041273","827,7533104041273","1135,402","4726,904",,"5862,3060000000005",,,,,,,"6690,059310404128"
FI,2007,R5200,Liquid biofuels,KTOE,,,,,,,,"0,0","0,0","2,0",,,"2,0","2,0"
FI,2007,R5300,Biogases,KTOE,,"3,4687016337059324","3,4687016337059324","19,609","15,525",,"35,134","0,0","0,0","0,0",,,"0,0","38,602701633705934"
FI,2007,RA000,Renewables and biofuels,KTOE,,"2054,1379191745486","2054,1379191745486",,,"6074,087","6074,087",,,,"18,757","43,893","18,757","8146,981919174548"
FI,2007,TOTAL,Total,KTOE,"8065,520206362855",,"8065,520206362855",,,"14646,532","14646,532",,,,"4255,609","4280,745","4255,609","26967,661206362853"
FI,2007,W6210,Renewable municipal waste,KTOE,,"24,74333619948409","24,74333619948409","45,62","22,619",,"68,239",,,,,,,"92,9823361994841"
FI,2008,R5110-5150_W6000RI,Primary solid biofuels,KTOE,,"865,3197764402408","865,3197764402408","1254,443","4651,118",,"5905,561000000001",,,,,,,"6770,880776440242"
FI,2008,R5200,Liquid biofuels,KTOE,,,,,,,,"2,0","0,0","77,4",,,"79,4","79,4"
FI,2008,R5300,Biogases,KTOE,,"3,9106620808254515","3,9106620808254515","22,523000000000003","15,621",,"38,144000000000005","0,0","0,0","0,0",,,"0,0","42,05466208082546"
FI,2008,RA000,Renewables and biofuels,KTOE,,"2115,317712811694","2115,317712811694",,,"6186,231","6186,231",,,,"96,074","121,085","96,074","8397,622712811695"
