geo,year,siec,unit,GEP_NPUMP_MIX,GEP_RED,GFC_ELC,NMLPRD_MIX,NMLPRD_PURE
PT,2012,E7000,GWH,"595,385",,,"1330,8270000000002","10205,860999999999"
PT,2012,R5110-5150_W6000RI,GWH,,"2496,16",,,
PT,2012,R5292P,GWH,,"0,0",,,
PT,2012,R5292SB,GWH,,"0,0",,,
PT,2012,R5292SP,GWH,,"0,0",,,
PT,2012,R5293SB,GWH,,"0,0",,,
PT,2012,R5293SP,GWH,,"0,0",,,
PT,2012,R5300,GWH,,"209,47",,,
PT,2012,R5300B,GWH,,"0,0",,,
PT,2012,RA000,GWH,,"25387,542999999998",,,
PT,2012,RA100,GWH,,"11536,688",,,
PT,2012,RA200,GWH,,"146,464",,,
PT,2012,RA300,GWH,,"10361,088",,,
PT,2012,RA410,GWH,,"0,0",,,
PT,2012,RA420,GWH,,"392,645",,,
PT,2012,RA500,GWH,,"0,003",,,
PT,2012,TOTAL,GWH,,,"53441,669",,
PT,2012,W6210,GWH,,"245,025",,,
PT,2013,E7000,GWH,"1795,5439999999999",,,"1343,201","9971,454"
PT,2013,R5110-5150_W6000RI,GWH,,"2515,8520000000003",,,
PT,2013,R5292P,GWH,,"0,0",,,
PT,2013,R5292SB,GWH,,"0,0",,,
PT,2013,R5292SP,GWH,,"0,0",,,
PT,2013,R5293SB,GWH,,"0,0",,,
PT,2013,R5293SP,GWH,,"0,0",,,
PT,2013,R5300,GWH,,"249,592",,,
PT,2013,R5300B,GWH,,"0,0",,,
PT,2013,RA000,GWH,,"26176,514",,,
PT,2013,RA100,GWH,,"11314,655",,,
PT,2013,RA200,GWH,,"196,583",,,
PT,2013,RA300,GWH,,"11135,043",,,
PT,2013,RA410,GWH,,"0,0",,,
PT,2013,RA420,GWH,,"479,14",,,
PT,2013,RA500,GWH,,"0,002",,,
PT,2013,TOTAL,GWH,,,"53311,42",,
PT,2013,W6210,GWH,,"285,647",,,
PT,2014,E7000,GWH,"1856,851",,,"1453,408","10391,161"
PT,2014,R5110-5150_W6000RI,GWH,,"2530,3289999999997",,,
PT,2014,R5292P,GWH,,"0,0",,,
PT,2014,R5292SB,GWH,,"0,0",,,
PT,2014,R5292SP,GWH,,"0,0",,,
PT,2014,R5293SB,GWH,,"0,0",,,
PT,2014,R5293SP,GWH,,"0,0",,,
PT,2014,R5300,GWH,,"277,096",,,
PT,2014,R5300B,GWH,,"0,0",,,
PT,2014,RA000,GWH,,"27517,2",,,
PT,2014,RA100,GWH,,"11844,569",,,
PT,2014,RA200,GWH,,"205,38",,,
PT,2014,RA300,GWH,,"11792,025",,,
PT,2014,RA410,GWH,,"0,0",,,
PT,2014,RA420,GWH,,"627,316",,,
PT,2014,RA500,GWH,,"0,026000000000000002",,,
PT,2014,TOTAL,GWH,,,"52862,617",,
PT,2014,W6210,GWH,,"240,459",,,
PT,2015,E7000,GWH,"735,585",,,"1756,635","10314,241"
PT,2015,R5110-5150_W6000RI,GWH,,"2518,022",,,
PT,2015,R5292P,GWH,,"0,0",,,
PT,2015,R5292SB,GWH,,"0,0",,,
PT,2015,R5292SP,GWH,,"0,0",,,
PT,2015,R5293SB,GWH,,"0,0",,,
PT,2015,R5293SP,GWH,,"0,0",,,
PT,2015,R5300,GWH,,"293,939",,,
PT,2015,R5300B,GWH,,"0,0",,,
PT,2015,RA000,GWH,,"28177,412",,,
PT,2015,RA100,GWH,,"12070,876",,,
PT,2015,RA200,GWH,,"203,567",,,
PT,2015,RA300,GWH,,"12002,864",,,
PT,2015,RA410,GWH,,"0,0",,,
PT,2015,RA420,GWH,,"796,155",,,
PT,2015,RA500,GWH,,"0,027000000000000003",,,
PT,2015,TOTAL,GWH,,,"53552,6",,
PT,2015,W6210,GWH,,"291,962",,,
PT,2016,E7000,GWH,"2481,7",,,"2389,34","10276,331"
PT,2016,R5110-5150_W6000RI,GWH,,"2481,085",,,
PT,2016,R5292P,GWH,,"0,0",,,
PT,2016,R5292SB,GWH,,"0,0",,,
PT,2016,R5292SP,GWH,,"0,0",,,
PT,2016,R5293SB,GWH,,"0,0",,,
PT,2016,R5293SP,GWH,,"0,0",,,
PT,2016,R5300,GWH,,"284,557",,,
PT,2016,R5300B,GWH,,"0,0",,,
PT,2016,RA000,GWH,,"29291,254",,,
PT,2016,RA100,GWH,,"12665,671",,,
PT,2016,RA200,GWH,,"171,577",,,
PT,2016,RA300,GWH,,"12512,912",,,
PT,2016,RA410,GWH,,"0,0",,,
PT,2016,RA420,GWH,,"870,6030000000001",,,
PT,2016,RA500,GWH,,"0,045",,,
PT,2016,TOTAL,GWH,,,"54253,143",,
PT,2016,W6210,GWH,,"304,80400000000003",,,
PT,2017,E7000,GWH,"865,5",,,"2539,406","10080,981"
PT,2017,R5110-5150_W6000RI,GWH,,"2573,4829999999997",,,
PT,2017,R5292P,GWH,,"0,0",,,
PT,2017,R5292SB,GWH,,"0,0",,,
PT,2017,R5292SP,GWH,,"0,0",,,
PT,2017,R5293SB,GWH,,"0,0",,,
PT,2017,R5293SP,GWH,,"0,0",,,
PT,2017,R5300,GWH,,"286,533",,,
PT,2017,R5300B,GWH,,"0,0",,,
PT,2017,RA000,GWH,,"29799,537",,,
PT,2017,RA100,GWH,,"12620,386999999999",,,
PT,2017,RA200,GWH,,"216,65900000000002",,,
PT,2017,RA300,GWH,,"12750,642",,,
PT,2017,RA410,GWH,,"0,0",,,
PT,2017,RA420,GWH,,"991,546",,,
PT,2017,RA500,GWH,,"0,006",,,
PT,2017,TOTAL,GWH,,,"55013,100999999995",,
PT,2017,W6210,GWH,,"360,281",,,
PT,2018,E7000,GWH,"1935,2",,,"2399,113","9692,26"
PT,2018,R5110-5150_W6000RI,GWH,,"2557,605",,,
PT,2018,R5292P,GWH,,"0,0",,,
PT,2018,R5292SB,GWH,,"0,0",,,
PT,2018,R5292SP,GWH,,"0,0",,,
PT,2018,R5293SB,GWH,,"0,0",,,
PT,2018,R5293SP,GWH,,"0,0",,,
PT,2018,R5300,GWH,,"271,373",,,
PT,2018,R5300B,GWH,,"0,0",,,
PT,2018,RA000,GWH,,"29090,962000000003",,,
PT,2018,RA100,GWH,,"12091,373",,,
PT,2018,RA200,GWH,,"230,387",,,
PT,2018,RA300,GWH,,"12607,461000000001",,,
PT,2018,RA410,GWH,,"0,0",,,
PT,2018,RA420,GWH,,"1005,8960000000001",,,
PT,2018,RA500,GWH,,"0,0",,,
PT,2018,TOTAL,GWH,,,"55744,234000000004",,
PT,2018,W6210,GWH,,"326,868",,,
RO,2004,E7000,GWH,"0,0",,,"0,0","15721,21"
RO,2004,R5110-5150_W6000RI,GWH,,"4,0",,,
RO,2004,R5292P,GWH,,"0,0",,,
RO,2004,R5292SB,GWH,,"0,0",,,
RO,2004,R5292SP,GWH,,"0,0",,,
RO,2004,R5293SB,GWH,,"0,0",,,
RO,2004,R5293SP,GWH,,"0,0",,,
RO,2004,R5300,GWH,,"0,0",,,
RO,2004,R5300B,GWH,,"0,0",,,
RO,2004,RA000,GWH,,"15725,21",,,
RO,2004,RA100,GWH,,"15721,21",,,
RO,2004,RA200,GWH,,"0,0",,,
RO,2004,RA300,GWH,,"0,0",,,
RO,2004,RA410,GWH,,"0,0",,,
RO,2004,RA420,GWH,,"0,0",,,
RO,2004,RA500,GWH,,"0,0",,,
RO,2004,TOTAL,GWH,,,"55317,0",,
RO,2004,W6210,GWH,,"0,0",,,
RO,2005,E7000,GWH,"0,0",,,"0,0","16254,618"
RO,2005,R5110-5150_W6000RI,GWH,,"6,0",,,
RO,2005,R5292P,GWH,,"0,0",,,
RO,2005,R5292SB,GWH,,"0,0",,,
RO,2005,R5292SP,GWH,,"0,0",,,
RO,2005,R5293SB,GWH,,"0,0",,,
RO,2005,R5293SP,GWH,,"0,0",,,
RO,2005,R5300,GWH,,"0,0",,,
RO,2005,R5300B,GWH,,"0,0",,,
RO,2005,RA000,GWH,,"16260,618",,,
RO,2005,RA100,GWH,,"16254,618",,,
RO,2005,RA200,GWH,,"0,0",,,
RO,2005,RA300,GWH,,"0,0",,,
RO,2005,RA410,GWH,,"0,0",,,
RO,2005,RA420,GWH,,"0,0",,,
RO,2005,RA500,GWH,,"0,0",,,
RO,2005,TOTAL,GWH,,,"56510,0",,
RO,2005,W6210,GWH,,"0,0",,,
RO,2006,E7000,GWH,"0,0",,,"0,0","16385,931"
RO,2006,R5110-5150_W6000RI,GWH,,"4,453",,,
RO,2006,R5292P,GWH,,"0,0",,,
RO,2006,R5292SB,GWH,,"0,0",,,
RO,2006,R5292SP,GWH,,"0,0",,,
RO,2006,R5293SB,GWH,,"0,0",,,
RO,2006,R5293SP,GWH,,"0,0",,,
RO,2006,R5300,GWH,,"0,0",,,
RO,2006,R5300B,GWH,,"0,0",,,
RO,2006,RA000,GWH,,"16390,384",,,
RO,2006,RA100,GWH,,"16385,931",,,
RO,2006,RA200,GWH,,"0,0",,,
RO,2006,RA300,GWH,,"0,0",,,
RO,2006,RA410,GWH,,"0,0",,,
RO,2006,RA420,GWH,,"0,0",,,
RO,2006,RA500,GWH,,"0,0",,,
RO,2006,TOTAL,GWH,,,"58424,0",,
RO,2006,W6210,GWH,,"0,0",,,
RO,2007,E7000,GWH,"0,0",,,"0,0","16709,811999999998"
RO,2007,R5110-5150_W6000RI,GWH,,"33,678000000000004",,,
RO,2007,R5292P,GWH,,"0,0",,,
RO,2007,R5292SB,GWH,,"0,0",,,
RO,2007,R5292SP,GWH,,"0,0",,,
RO,2007,R5293SB,GWH,,"0,0",,,
RO,2007,R5293SP,GWH,,"0,0",,,
RO,2007,R5300,GWH,,"2,318",,,
RO,2007,R5300B,GWH,,"0,0",,,
RO,2007,RA000,GWH,,"16747,522",,,
RO,2007,RA100,GWH,,"16709,811999999998",,,
RO,2007,RA200,GWH,,"0,0",,,
RO,2007,RA300,GWH,,"1,714",,,
RO,2007,RA410,GWH,,"0,0",,,
RO,2007,RA420,GWH,,"0,0",,,
RO,2007,RA500,GWH,,"0,0",,,
RO,2007,TOTAL,GWH,,,"59583,0",,
RO,2007,W6210,GWH,,"0,0",,,
RO,2008,E7000,GWH,"0,0",,,"0,0","17015,786"
RO,2008,R5110-5150_W6000RI,GWH,,"23,061",,,
RO,2008,R5292P,GWH,,"0,0",,,
RO,2008,R5292SB,GWH,,"0,0",,,
RO,2008,R5292SP,GWH,,"0,0",,,
RO,2008,R5293SB,GWH,,"0,0",,,
RO,2008,R5293SP,GWH,,"0,0",,,
RO,2008,R5300,GWH,,"0,82",,,
RO,2008,R5300B,GWH,,"0,0",,,
RO,2008,RA000,GWH,,"17043,941000000003",,,
RO,2008,RA100,GWH,,"17015,786",,,
RO,2008,RA200,GWH,,"0,0",,,
RO,2008,RA300,GWH,,"4,2669999999999995",,,
RO,2008,RA410,GWH,,"0,0",,,
RO,2008,RA420,GWH,,"0,008",,,
RO,2008,RA500,GWH,,"0,0",,,
RO,2008,TOTAL,GWH,,,"60708,0",,
RO,2008,W6210,GWH,,"0,0",,,
RO,2009,E7000,GWH,"0,0",,,"0,0","17109,43"
RO,2009,R5110-5150_W6000RI,GWH,,"10,13",,,
RO,2009,R5292P,GWH,,"0,0",,,
RO,2009,R5292SB,GWH,,"0,0",,,
RO,2009,R5292SP,GWH,,"0,0",,,
RO,2009,R5293SB,GWH,,"0,0",,,
RO,2009,R5293SP,GWH,,"0,0",,,
RO,2009,R5300,GWH,,"0,409",,,
RO,2009,R5300B,GWH,,"0,0",,,
RO,2009,RA000,GWH,,"17129,708",,,
RO,2009,RA100,GWH,,"17109,43",,,
RO,2009,RA200,GWH,,"0,0",,,
RO,2009,RA300,GWH,,"9,714",,,
RO,2009,RA410,GWH,,"0,0",,,
RO,2009,RA420,GWH,,"0,025",,,
RO,2009,RA500,GWH,,"0,0",,,
RO,2009,TOTAL,GWH,,,"55446,380999999994",,
RO,2009,W6210,GWH,,"0,0",,,
RO,2010,E7000,GWH,"0,0",,,"0,0","17315,426"
RO,2010,R5110-5150_W6000RI,GWH,,"109,836",,,
RO,2010,R5292P,GWH,,"0,0",,,
RO,2010,R5292SB,GWH,,"0,0",,,
RO,2010,R5292SP,GWH,,"0,0",,,
RO,2010,R5293SB,GWH,,"0,0",,,
RO,2010,R5293SP,GWH,,"0,0",,,
RO,2010,R5300,GWH,,"0,654",,,
RO,2010,R5300B,GWH,,"0,0",,,
RO,2010,RA000,GWH,,"17723,879",,,
RO,2010,RA100,GWH,,"17315,426",,,
RO,2010,RA200,GWH,,"0,0",,,
RO,2010,RA300,GWH,,"297,927",,,
RO,2010,RA410,GWH,,"0,0",,,
RO,2010,RA420,GWH,,"0,036000000000000004",,,
RO,2010,RA500,GWH,,"0,0",,,
RO,2010,TOTAL,GWH,,,"58344,902",,
RO,2010,W6210,GWH,,"0,0",,,
RO,2011,E7000,GWH,"0,0",,,"0,0","17209,959"
RO,2011,R5110-5150_W6000RI,GWH,,"188,12900000000002",,,
RO,2011,R5292P,GWH,,"0,0",,,
RO,2011,R5292SB,GWH,,"0,0",,,
RO,2011,R5292SP,GWH,,"0,0",,,
RO,2011,R5293SB,GWH,,"0,0",,,
RO,2011,R5293SP,GWH,,"0,0",,,
RO,2011,R5300,GWH,,"8,561",,,
RO,2011,R5300B,GWH,,"0,0",,,
RO,2011,RA000,GWH,,"18707,605",,,
RO,2011,RA100,GWH,,"17209,959",,,
RO,2011,RA200,GWH,,"0,0",,,
RO,2011,RA300,GWH,,"1299,53",,,
RO,2011,RA410,GWH,,"0,0",,,
RO,2011,RA420,GWH,,"1,4269999999999998",,,
RO,2011,RA500,GWH,,"0,0",,,
RO,2011,TOTAL,GWH,,,"60093,140999999996",,
RO,2011,W6210,GWH,,"0,0",,,
RO,2012,E7000,GWH,"0,0",,,"0,0","16948,74"
RO,2012,R5110-5150_W6000RI,GWH,,"192,29",,,
RO,2012,R5292P,GWH,,"0,0",,,
RO,2012,R5292SB,GWH,,"0,0",,,
RO,2012,R5292SP,GWH,,"0,0",,,
RO,2012,R5293SB,GWH,,"0,0",,,
RO,2012,R5293SP,GWH,,"0,0",,,
RO,2012,R5300,GWH,,"19,399",,,
RO,2012,R5300B,GWH,,"0,0",,,
RO,2012,RA000,GWH,,"19813,563000000002",,,
RO,2012,RA100,GWH,,"16948,74",,,
RO,2012,RA200,GWH,,"0,0",,,
RO,2012,RA300,GWH,,"2645,135",,,
RO,2012,RA410,GWH,,"0,0",,,
RO,2012,RA420,GWH,,"7,997999999999999",,,
RO,2012,RA500,GWH,,"0,0",,,
RO,2012,TOTAL,GWH,,,"59027,066",,
RO,2012,W6210,GWH,,"0,0",,,
RO,2013,E7000,GWH,"0,0",,,"0,0","16109,028999999999"
RO,2013,R5110-5150_W6000RI,GWH,,"201,56400000000002",,,
RO,2013,R5292P,GWH,,"0,0",,,
RO,2013,R5292SB,GWH,,"0,0",,,
RO,2013,R5292SP,GWH,,"0,0",,,
RO,2013,R5293SB,GWH,,"0,0",,,
RO,2013,R5293SP,GWH,,"0,0",,,
RO,2013,R5300,GWH,,"49,687",,,
RO,2013,R5300B,GWH,,"0,0",,,
RO,2013,RA000,GWH,,"21204,24",,,
RO,2013,RA100,GWH,,"16109,028999999999",,,
RO,2013,RA200,GWH,,"0,0",,,
RO,2013,RA300,GWH,,"4423,798",,,
RO,2013,RA410,GWH,,"0,0",,,
RO,2013,RA420,GWH,,"420,162",,,
RO,2013,RA500,GWH,,"0,0",,,
RO,2013,TOTAL,GWH,,,"56521,145",,
RO,2013,W6210,GWH,,"0,0",,,
RO,2014,E7000,GWH,"0,0",,,"0,0","16126,495"
RO,2014,R5110-5150_W6000RI,GWH,,"453,475",,,
RO,2014,R5292P,GWH,,"0,0",,,
RO,2014,R5292SB,GWH,,"0,0",,,
RO,2014,R5292SP,GWH,,"0,0",,,
RO,2014,R5293SB,GWH,,"0,0",,,
RO,2014,R5293SP,GWH,,"0,0",,,
RO,2014,R5300,GWH,,"50,744",,,
RO,2014,R5300B,GWH,,"0,0",,,
RO,2014,RA000,GWH,,"24205,272",,,
RO,2014,RA100,GWH,,"16126,495",,,
RO,2014,RA200,GWH,,"0,142",,,
RO,2014,RA300,GWH,,"5958,425",,,
RO,2014,RA410,GWH,,"0,0",,,
RO,2014,RA420,GWH,,"1615,991",,,
RO,2014,RA500,GWH,,"0,0",,,
RO,2014,TOTAL,GWH,,,"58075,517",,
RO,2014,W6210,GWH,,"0,0",,,
RO,2015,E7000,GWH,"0,0",,,"0,0","16477,135"
RO,2015,R5110-5150_W6000RI,GWH,,"462,265",,,
RO,2015,R5292P,GWH,,"0,0",,,
RO,2015,R5292SB,GWH,,"0,0",,,
RO,2015,R5292SP,GWH,,"0,0",,,
RO,2015,R5293SB,GWH,,"0,0",,,
RO,2015,R5293SP,GWH,,"0,0",,,
RO,2015,R5300,GWH,,"60,777",,,
RO,2015,R5300B,GWH,,"0,0",,,
RO,2015,RA000,GWH,,"25548,647999999997",,,
RO,2015,RA100,GWH,,"16477,135",,,
RO,2015,RA200,GWH,,"0,10400000000000001",,,
RO,2015,RA300,GWH,,"6566,366999999999",,,
RO,2015,RA410,GWH,,"0,0",,,
RO,2015,RA420,GWH,,"1982,0",,,
RO,2015,RA500,GWH,,"0,0",,,
RO,2015,TOTAL,GWH,,,"59193,524000000005",,
RO,2015,W6210,GWH,,"0,0",,,
RO,2016,E7000,GWH,"0,0",,,"0,0","16689,352"
RO,2016,R5110-5150_W6000RI,GWH,,"465,80699999999996",,,
RO,2016,R5292P,GWH,,"0,0",,,
RO,2016,R5292SB,GWH,,"0,0",,,
RO,2016,R5292SP,GWH,,"0,0",,,
RO,2016,R5293SB,GWH,,"0,0",,,
RO,2016,R5293SP,GWH,,"0,0",,,
RO,2016,R5300,GWH,,"64,885",,,
RO,2016,R5300B,GWH,,"0,0",,,
RO,2016,RA000,GWH,,"25447,01",,,
RO,2016,RA100,GWH,,"16689,352",,,
RO,2016,RA200,GWH,,"0,10400000000000001",,,
RO,2016,RA300,GWH,,"6407,12",,,
RO,2016,RA410,GWH,,"0,0",,,
RO,2016,RA420,GWH,,"1819,7420000000002",,,
RO,2016,RA500,GWH,,"0,0",,,
RO,2016,TOTAL,GWH,,,"59578,02",,
RO,2016,W6210,GWH,,"0,0",,,
RO,2017,E7000,GWH,"0,0",,,"0,0","16405,136000000002"
RO,2017,R5110-5150_W6000RI,GWH,,"458,494",,,
RO,2017,R5292P,GWH,,"0,0",,,
RO,2017,R5292SB,GWH,,"0,0",,,
RO,2017,R5292SP,GWH,,"0,0",,,
RO,2017,R5293SB,GWH,,"0,0",,,
RO,2017,R5293SP,GWH,,"0,0",,,
RO,2017,R5300,GWH,,"66,67399999999999",,,
RO,2017,R5300B,GWH,,"0,0",,,
RO,2017,RA000,GWH,,"25376,849",,,
RO,2017,RA100,GWH,,"16405,136000000002",,,
RO,2017,RA200,GWH,,"0,0",,,
RO,2017,RA300,GWH,,"6590,871",,,
RO,2017,RA410,GWH,,"0,0",,,
RO,2017,RA420,GWH,,"1855,674",,,
RO,2017,RA500,GWH,,"0,0",,,
RO,2017,TOTAL,GWH,,,"60471,431",,
RO,2017,W6210,GWH,,"0,0",,,
RO,2018,E7000,GWH,"0,0",,,"0,0","16663,041"
RO,2018,R5110-5150_W6000RI,GWH,,"366,961",,,
RO,2018,R5292P,GWH,,"0,0",,,
RO,2018,R5292SB,GWH,,"0,0",,,
RO,2018,R5292SP,GWH,,"0,0",,,
RO,2018,R5293SB,GWH,,"0,0",,,
RO,2018,R5293SP,GWH,,"0,0",,,
RO,2018,R5300,GWH,,"70,169",,,
RO,2018,R5300B,GWH,,"0,0",,,
RO,2018,RA000,GWH,,"25510,552000000003",,,
RO,2018,RA100,GWH,,"16663,041",,,
RO,2018,RA200,GWH,,"0,0",,,
RO,2018,RA300,GWH,,"6639,354",,,
RO,2018,RA410,GWH,,"0,0",,,
RO,2018,RA420,GWH,,"1771,027",,,
RO,2018,RA500,GWH,,"0,0",,,
RO,2018,TOTAL,GWH,,,"61039,762",,
RO,2018,W6210,GWH,,"0,0",,,
RS,2004,E7000,GWH,"0,0",,,"0,0","6823,475"
RS,2004,R5110-5150_W6000RI,GWH,,"0,0",,,
RS,2004,R5292P,GWH,,"0,0",,,
RS,2004,R5292SB,GWH,,"0,0",,,
RS,2004,R5292SP,GWH,,"0,0",,,
RS,2004,R5293SB,GWH,,"0,0",,,
RS,2004,R5293SP,GWH,,"0,0",,,
RS,2004,R5300,GWH,,"0,0",,,
RS,2004,R5300B,GWH,,"0,0",,,
RS,2004,RA000,GWH,,"6823,475",,,
RS,2004,RA100,GWH,,"6823,475",,,
RS,2004,RA200,GWH,,"0,0",,,
RS,2004,RA300,GWH,,"0,0",,,
RS,2004,RA410,GWH,,"0,0",,,
RS,2004,RA420,GWH,,"0,0",,,
RS,2004,RA500,GWH,,"0,0",,,
RS,2004,TOTAL,GWH,,,"36912,34",,
RS,2004,W6210,GWH,,"0,0",,,
RS,2005,E7000,GWH,"0,0",,,"0,0","7584,18"
RS,2005,R5110-5150_W6000RI,GWH,,"0,0",,,
RS,2005,R5292P,GWH,,"0,0",,,
RS,2005,R5292SB,GWH,,"0,0",,,
RS,2005,R5292SP,GWH,,"0,0",,,
RS,2005,R5293SB,GWH,,"0,0",,,
RS,2005,R5293SP,GWH,,"0,0",,,
RS,2005,R5300,GWH,,"0,0",,,
RS,2005,R5300B,GWH,,"0,0",,,
RS,2005,RA000,GWH,,"7584,18",,,
RS,2005,RA100,GWH,,"7584,18",,,
RS,2005,RA200,GWH,,"0,0",,,
RS,2005,RA300,GWH,,"0,0",,,
RS,2005,RA410,GWH,,"0,0",,,
RS,2005,RA420,GWH,,"0,0",,,
RS,2005,RA500,GWH,,"0,0",,,
RS,2005,TOTAL,GWH,,,"33909,575",,
RS,2005,W6210,GWH,,"0,0",,,
RS,2006,E7000,GWH,"0,0",,,"0,0","8274,2"
RS,2006,R5110-5150_W6000RI,GWH,,"0,0",,,
RS,2006,R5292P,GWH,,"0,0",,,
RS,2006,R5292SB,GWH,,"0,0",,,
RS,2006,R5292SP,GWH,,"0,0",,,
RS,2006,R5293SB,GWH,,"0,0",,,
RS,2006,R5293SP,GWH,,"0,0",,,
RS,2006,R5300,GWH,,"0,0",,,
RS,2006,R5300B,GWH,,"0,0",,,
RS,2006,RA000,GWH,,"8274,2",,,
RS,2006,RA100,GWH,,"8274,2",,,
RS,2006,RA200,GWH,,"0,0",,,
RS,2006,RA300,GWH,,"0,0",,,
RS,2006,RA410,GWH,,"0,0",,,
RS,2006,RA420,GWH,,"0,0",,,
RS,2006,RA500,GWH,,"0,0",,,
RS,2006,TOTAL,GWH,,,"35056,296",,
RS,2006,W6210,GWH,,"0,0",,,
RS,2007,E7000,GWH,"0,0",,,"0,0","8905,09"
RS,2007,R5110-5150_W6000RI,GWH,,"0,0",,,
RS,2007,R5292P,GWH,,"0,0",,,
RS,2007,R5292SB,GWH,,"0,0",,,
RS,2007,R5292SP,GWH,,"0,0",,,
RS,2007,R5293SB,GWH,,"0,0",,,
RS,2007,R5293SP,GWH,,"0,0",,,
RS,2007,R5300,GWH,,"0,0",,,
RS,2007,R5300B,GWH,,"0,0",,,
RS,2007,RA000,GWH,,"8905,09",,,
RS,2007,RA100,GWH,,"8905,09",,,
RS,2007,RA200,GWH,,"0,0",,,
RS,2007,RA300,GWH,,"0,0",,,
RS,2007,RA410,GWH,,"0,0",,,
RS,2007,RA420,GWH,,"0,0",,,
RS,2007,RA500,GWH,,"0,0",,,
RS,2007,TOTAL,GWH,,,"35890,358",,
RS,2007,W6210,GWH,,"0,0",,,
RS,2008,E7000,GWH,"0,0",,,"0,0","9542,69"
RS,2008,R5110-5150_W6000RI,GWH,,"0,0",,,
RS,2008,R5292P,GWH,,"0,0",,,
RS,2008,R5292SB,GWH,,"0,0",,,
RS,2008,R5292SP,GWH,,"0,0",,,
RS,2008,R5293SB,GWH,,"0,0",,,
RS,2008,R5293SP,GWH,,"0,0",,,
RS,2008,R5300,GWH,,"0,0",,,
RS,2008,R5300B,GWH,,"0,0",,,
RS,2008,RA000,GWH,,"9542,69",,,
RS,2008,RA100,GWH,,"9542,69",,,
RS,2008,RA200,GWH,,"0,0",,,
RS,2008,RA300,GWH,,"0,0",,,
RS,2008,RA410,GWH,,"0,0",,,
RS,2008,RA420,GWH,,"0,0",,,
RS,2008,RA500,GWH,,"0,0",,,
RS,2008,TOTAL,GWH,,,"36904,0",,
RS,2008,W6210,GWH,,"0,0",,,
RS,2009,E7000,GWH,"0,0",,,"0,0","10253,838"
RS,2009,R5110-5150_W6000RI,GWH,,"0,0",,,
RS,2009,R5292P,GWH,,"0,0",,,
RS,2009,R5292SB,GWH,,"0,0",,,
RS,2009,R5292SP,GWH,,"0,0",,,
RS,2009,R5293SB,GWH,,"0,0",,,
RS,2009,R5293SP,GWH,,"0,0",,,
RS,2009,R5300,GWH,,"0,0",,,
RS,2009,R5300B,GWH,,"0,0",,,
RS,2009,RA000,GWH,,"10253,838",,,
RS,2009,RA100,GWH,,"10253,838",,,
RS,2009,RA200,GWH,,"0,0",,,
RS,2009,RA300,GWH,,"0,0",,,
RS,2009,RA410,GWH,,"0,0",,,
RS,2009,RA420,GWH,,"0,0",,,
RS,2009,RA500,GWH,,"0,0",,,
RS,2009,TOTAL,GWH,,,"36294,262",,
RS,2009,W6210,GWH,,"0,0",,,
RS,2010,E7000,GWH,"0,0",,,"0,0","10463,112"
RS,2010,R5110-5150_W6000RI,GWH,,"0,0",,,
RS,2010,R5292P,GWH,,"0,0",,,
RS,2010,R5292SB,GWH,,"0,0",,,
RS,2010,R5292SP,GWH,,"0,0",,,
RS,2010,R5293SB,GWH,,"0,0",,,
RS,2010,R5293SP,GWH,,"0,0",,,
RS,2010,R5300,GWH,,"0,0",,,
RS,2010,R5300B,GWH,,"0,0",,,
RS,2010,RA000,GWH,,"10463,112",,,
RS,2010,RA100,GWH,,"10463,112",,,
RS,2010,RA200,GWH,,"0,0",,,
RS,2010,RA300,GWH,,"0,0",,,
RS,2010,RA410,GWH,,"0,0",,,
RS,2010,RA420,GWH,,"0,0",,,
RS,2010,RA500,GWH,,"0,0",,,
RS,2010,TOTAL,GWH,,,"37126,1",,
RS,2010,W6210,GWH,,"0,0",,,
RS,2011,E7000,GWH,"0,0",,,"0,0","10390,021"
RS,2011,R5110-5150_W6000RI,GWH,,"0,0",,,
RS,2011,R5292P,GWH,,"0,0",,,
RS,2011,R5292SB,GWH,,"0,0",,,
RS,2011,R5292SP,GWH,,"0,0",,,
RS,2011,R5293SB,GWH,,"0,0",,,
RS,2011,R5293SP,GWH,,"0,0",,,
RS,2011,R5300,GWH,,"0,0",,,
RS,2011,R5300B,GWH,,"0,0",,,
RS,2011,RA000,GWH,,"10390,021",,,
RS,2011,RA100,GWH,,"10390,021",,,
RS,2011,RA200,GWH,,"0,0",,,
RS,2011,RA300,GWH,,"0,0",,,
RS,2011,RA410,GWH,,"0,0",,,
RS,2011,RA420,GWH,,"0,0",,,
RS,2011,RA500,GWH,,"0,0",,,
RS,2011,TOTAL,GWH,,,"37746,062999999995",,
RS,2011,W6210,GWH,,"0,0",,,
RS,2012,E7000,GWH,"0,0",,,"0,0","10417,073"
RS,2012,R5110-5150_W6000RI,GWH,,"0,0",,,
RS,2012,R5292P,GWH,,"0,0",,,
RS,2012,R5292SB,GWH,,"0,0",,,
RS,2012,R5292SP,GWH,,"0,0",,,
RS,2012,R5293SB,GWH,,"0,0",,,
RS,2012,R5293SP,GWH,,"0,0",,,
RS,2012,R5300,GWH,,"6,0",,,
RS,2012,R5300B,GWH,,"0,0",,,
RS,2012,RA000,GWH,,"10423,073",,,
RS,2012,RA100,GWH,,"10417,073",,,
RS,2012,RA200,GWH,,"0,0",,,
