id,geo,year,siec,unit,GEP_NPUMP_MIX,GEP_RED,GFC_ELC,NMLPRD_MIX,NMLPRD_PURE
7821,NL,2018,RA000,GWH,,"18516,356",,,
7822,NL,2018,RA100,GWH,,"94,319",,,
7823,NL,2018,RA200,GWH,,"0,0",,,
7824,NL,2018,RA300,GWH,,"10033,333",,,
7825,NL,2018,RA410,GWH,,"0,0",,,
7826,NL,2018,RA420,GWH,,"3693,094",,,
7827,NL,2018,RA500,GWH,,"0,0",,,
7828,NL,2018,TOTAL,GWH,,,"122438,20199999999",,
7829,NL,2018,W6210,GWH,,"2172,21",,,
7830,NO,2004,E7000,GWH,"2024,0",,,"3040,593","115473,70800000001"
7831,NO,2004,R5110-5150_W6000RI,GWH,,"297,0",,,
7832,NO,2004,R5292P,GWH,,"0,0",,,
7833,NO,2004,R5292SB,GWH,,"0,0",,,
7834,NO,2004,R5292SP,GWH,,"0,0",,,
7835,NO,2004,R5293SB,GWH,,"0,0",,,
7836,NO,2004,R5293SP,GWH,,"0,0",,,
7837,NO,2004,R5300,GWH,,"0,0",,,
7838,NO,2004,R5300B,GWH,,"0,0",,,
7839,NO,2004,RA000,GWH,,"119121,06800000001",,,
7840,NO,2004,RA100,GWH,,"118514,30099999999",,,
7841,NO,2004,RA200,GWH,,"0,0",,,
7842,NO,2004,RA300,GWH,,"247,767",,,
7843,NO,2004,RA410,GWH,,"0,0",,,
7844,NO,2004,RA420,GWH,,"0,0",,,
7845,NO,2004,RA500,GWH,,"0,0",,,
7846,NO,2004,TOTAL,GWH,,,"121586,0",,
7847,NO,2004,W6210,GWH,,"62,0",,,
7848,NO,2005,E7000,GWH,"2394,0",,,"3029,5840000000003","118189,261"
7849,NO,2005,R5110-5150_W6000RI,GWH,,"290,0",,,
7850,NO,2005,R5292P,GWH,,"0,0",,,
7851,NO,2005,R5292SB,GWH,,"0,0",,,
7852,NO,2005,R5292SP,GWH,,"0,0",,,
7853,NO,2005,R5293SB,GWH,,"0,0",,,
7854,NO,2005,R5293SP,GWH,,"0,0",,,
7855,NO,2005,R5300,GWH,,"0,0",,,
7856,NO,2005,R5300B,GWH,,"0,0",,,
7857,NO,2005,RA000,GWH,,"122000,246",,,
7858,NO,2005,RA100,GWH,,"121218,845",,,
7859,NO,2005,RA200,GWH,,"0,0",,,
7860,NO,2005,RA300,GWH,,"448,401",,,
7861,NO,2005,RA410,GWH,,"0,0",,,
7862,NO,2005,RA420,GWH,,"0,0",,,
7863,NO,2005,RA500,GWH,,"0,0",,,
7864,NO,2005,TOTAL,GWH,,,"125227,0",,
7865,NO,2005,W6210,GWH,,"43,0",,,
7866,NO,2006,E7000,GWH,"2828,0",,,"3041,847","119082,79199999999"
7867,NO,2006,R5110-5150_W6000RI,GWH,,"333,0",,,
7868,NO,2006,R5292P,GWH,,"0,0",,,
7869,NO,2006,R5292SB,GWH,,"0,0",,,
7870,NO,2006,R5292SP,GWH,,"0,0",,,
7871,NO,2006,R5293SB,GWH,,"0,0",,,
7872,NO,2006,R5293SP,GWH,,"0,0",,,
7873,NO,2006,R5300,GWH,,"0,0",,,
7874,NO,2006,R5300B,GWH,,"0,0",,,
7875,NO,2006,RA000,GWH,,"123119,829",,,
7876,NO,2006,RA100,GWH,,"122124,64",,,
7877,NO,2006,RA200,GWH,,"0,0",,,
7878,NO,2006,RA300,GWH,,"607,189",,,
7879,NO,2006,RA410,GWH,,"0,0",,,
7880,NO,2006,RA420,GWH,,"0,0",,,
7881,NO,2006,RA500,GWH,,"0,0",,,
7882,NO,2006,TOTAL,GWH,,,"122090,0",,
7883,NO,2006,W6210,GWH,,"55,0",,,
7884,NO,2007,E7000,GWH,"1076,0",,,"2883,494","120847,645"
7885,NO,2007,R5110-5150_W6000RI,GWH,,"314,0",,,
7886,NO,2007,R5292P,GWH,,"0,0",,,
7887,NO,2007,R5292SB,GWH,,"0,0",,,
7888,NO,2007,R5292SP,GWH,,"0,0",,,
7889,NO,2007,R5293SB,GWH,,"0,0",,,
7890,NO,2007,R5293SP,GWH,,"0,0",,,
7891,NO,2007,R5300,GWH,,"13,0",,,
7892,NO,2007,R5300B,GWH,,"0,0",,,
7893,NO,2007,RA000,GWH,,"124890,34",,,
7894,NO,2007,RA100,GWH,,"123731,13900000001",,,
7895,NO,2007,RA200,GWH,,"0,0",,,
7896,NO,2007,RA300,GWH,,"773,201",,,
7897,NO,2007,RA410,GWH,,"0,0",,,
7898,NO,2007,RA420,GWH,,"0,0",,,
7899,NO,2007,RA500,GWH,,"0,0",,,
7900,NO,2007,TOTAL,GWH,,,"126086,0",,
7901,NO,2007,W6210,GWH,,"59,0",,,
7902,NO,2008,E7000,GWH,"2595,0",,,"2944,0690000000004","123286,899"
7903,NO,2008,R5110-5150_W6000RI,GWH,,"322,0",,,
7904,NO,2008,R5292P,GWH,,"0,0",,,
7905,NO,2008,R5292SB,GWH,,"0,0",,,
7906,NO,2008,R5292SP,GWH,,"0,0",,,
7907,NO,2008,R5293SB,GWH,,"0,0",,,
7908,NO,2008,R5293SP,GWH,,"0,0",,,
7909,NO,2008,R5300,GWH,,"17,0",,,
7910,NO,2008,R5300B,GWH,,"0,0",,,
7911,NO,2008,RA000,GWH,,"127543,666",,,
7912,NO,2008,RA100,GWH,,"126230,969",,,
7913,NO,2008,RA200,GWH,,"0,0",,,
7914,NO,2008,RA300,GWH,,"915,697",,,
7915,NO,2008,RA410,GWH,,"0,0",,,
7916,NO,2008,RA420,GWH,,"0,0",,,
7917,NO,2008,RA500,GWH,,"0,0",,,
7918,NO,2008,TOTAL,GWH,,,"127347,0",,
7919,NO,2008,W6210,GWH,,"58,0",,,
7920,NO,2009,E7000,GWH,"2199,0",,,"2950,8","124161,81199999999"
7921,NO,2009,R5110-5150_W6000RI,GWH,,"166,0",,,
7922,NO,2009,R5292P,GWH,,"0,0",,,
7923,NO,2009,R5292SB,GWH,,"0,0",,,
7924,NO,2009,R5292SP,GWH,,"0,0",,,
7925,NO,2009,R5293SB,GWH,,"0,0",,,
7926,NO,2009,R5293SP,GWH,,"0,0",,,
7927,NO,2009,R5300,GWH,,"11,0",,,
7928,NO,2009,R5300B,GWH,,"0,0",,,
7929,NO,2009,RA000,GWH,,"128353,89",,,
7930,NO,2009,RA100,GWH,,"127112,612",,,
7931,NO,2009,RA200,GWH,,"0,0",,,
7932,NO,2009,RA300,GWH,,"1014,279",,,
7933,NO,2009,RA410,GWH,,"0,0",,,
7934,NO,2009,RA420,GWH,,"0,0",,,
7935,NO,2009,RA500,GWH,,"0,0",,,
7936,NO,2009,TOTAL,GWH,,,"122020,0",,
7937,NO,2009,W6210,GWH,,"50,0",,,
7938,NO,2010,E7000,GWH,"3078,0",,,"2842,5009999999997","124269,439"
7939,NO,2010,R5110-5150_W6000RI,GWH,,"244,0",,,
7940,NO,2010,R5292P,GWH,,"0,0",,,
7941,NO,2010,R5292SB,GWH,,"0,0",,,
7942,NO,2010,R5292SP,GWH,,"0,0",,,
7943,NO,2010,R5293SB,GWH,,"0,0",,,
7944,NO,2010,R5293SP,GWH,,"0,0",,,
7945,NO,2010,R5300,GWH,,"3,0",,,
7946,NO,2010,R5300B,GWH,,"0,0",,,
7947,NO,2010,RA000,GWH,,"128470,942",,,
7948,NO,2010,RA100,GWH,,"127111,94",,,
7949,NO,2010,RA200,GWH,,"0,0",,,
7950,NO,2010,RA300,GWH,,"1015,002",,,
7951,NO,2010,RA410,GWH,,"0,0",,,
7952,NO,2010,RA420,GWH,,"0,0",,,
7953,NO,2010,RA500,GWH,,"0,0",,,
7954,NO,2010,TOTAL,GWH,,,"130768,0",,
7955,NO,2010,W6210,GWH,,"97,0",,,
7956,NO,2011,E7000,GWH,"347,0",,,"2633,613","126305,151"
7957,NO,2011,R5110-5150_W6000RI,GWH,,"247,0",,,
7958,NO,2011,R5292P,GWH,,"0,0",,,
7959,NO,2011,R5292SB,GWH,,"0,0",,,
7960,NO,2011,R5292SP,GWH,,"0,0",,,
7961,NO,2011,R5293SB,GWH,,"0,0",,,
7962,NO,2011,R5293SP,GWH,,"0,0",,,
7963,NO,2011,R5300,GWH,,"12,0",,,
7964,NO,2011,R5300B,GWH,,"0,0",,,
7965,NO,2011,RA000,GWH,,"130442,30099999999",,,
7966,NO,2011,RA100,GWH,,"128938,76400000001",,,
7967,NO,2011,RA200,GWH,,"0,0",,,
7968,NO,2011,RA300,GWH,,"1164,537",,,
7969,NO,2011,RA410,GWH,,"0,0",,,
7970,NO,2011,RA420,GWH,,"0,0",,,
7971,NO,2011,RA500,GWH,,"0,0",,,
7972,NO,2011,TOTAL,GWH,,,"123191,0",,
7973,NO,2011,W6210,GWH,,"80,0",,,
7974,NO,2012,E7000,GWH,"1721,0",,,"2539,933","130323,894"
7975,NO,2012,R5110-5150_W6000RI,GWH,,"203,0",,,
7976,NO,2012,R5292P,GWH,,"0,0",,,
7977,NO,2012,R5292SB,GWH,,"0,0",,,
7978,NO,2012,R5292SP,GWH,,"0,0",,,
7979,NO,2012,R5293SB,GWH,,"0,0",,,
7980,NO,2012,R5293SP,GWH,,"0,0",,,
7981,NO,2012,R5300,GWH,,"9,0",,,
7982,NO,2012,R5300B,GWH,,"0,0",,,
7983,NO,2012,RA000,GWH,,"134683,406",,,
7984,NO,2012,RA100,GWH,,"132863,827",,,
7985,NO,2012,RA200,GWH,,"0,0",,,
7986,NO,2012,RA300,GWH,,"1493,579",,,
7987,NO,2012,RA410,GWH,,"0,0",,,
7988,NO,2012,RA420,GWH,,"0,0",,,
7989,NO,2012,RA500,GWH,,"0,0",,,
7990,NO,2012,TOTAL,GWH,,,"128764,0",,
7991,NO,2012,W6210,GWH,,"114,0",,,
7992,NO,2013,E7000,GWH,"2092,0",,,"2381,623","132743,139"
7993,NO,2013,R5110-5150_W6000RI,GWH,,"181,0",,,
7994,NO,2013,R5292P,GWH,,"0,0",,,
7995,NO,2013,R5292SB,GWH,,"0,0",,,
7996,NO,2013,R5292SP,GWH,,"0,0",,,
7997,NO,2013,R5293SB,GWH,,"0,0",,,
7998,NO,2013,R5293SP,GWH,,"0,0",,,
7999,NO,2013,R5300,GWH,,"11,0",,,
8000,NO,2013,R5300B,GWH,,"0,0",,,
8001,NO,2013,RA000,GWH,,"137392,943",,,
8002,NO,2013,RA100,GWH,,"135124,762",,,
8003,NO,2013,RA200,GWH,,"0,0",,,
8004,NO,2013,RA300,GWH,,"1872,181",,,
8005,NO,2013,RA410,GWH,,"0,0",,,
8006,NO,2013,RA420,GWH,,"0,0",,,
8007,NO,2013,RA500,GWH,,"0,0",,,
8008,NO,2013,TOTAL,GWH,,,"128507,0",,
8009,NO,2013,W6210,GWH,,"204,0",,,
8010,NO,2014,E7000,GWH,"2301,0",,,"2204,371","133832,675"
8011,NO,2014,R5110-5150_W6000RI,GWH,,"22,0",,,
8012,NO,2014,R5292P,GWH,,"0,0",,,
8013,NO,2014,R5292SB,GWH,,"0,0",,,
8014,NO,2014,R5292SP,GWH,,"0,0",,,
8015,NO,2014,R5293SB,GWH,,"0,0",,,
8016,NO,2014,R5293SP,GWH,,"0,0",,,
8017,NO,2014,R5300,GWH,,"26,0",,,
8018,NO,2014,R5300B,GWH,,"0,0",,,
8019,NO,2014,RA000,GWH,,"138406,303",,,
8020,NO,2014,RA100,GWH,,"136037,046",,,
8021,NO,2014,RA200,GWH,,"0,0",,,
8022,NO,2014,RA300,GWH,,"2111,257",,,
8023,NO,2014,RA410,GWH,,"0,0",,,
8024,NO,2014,RA420,GWH,,"0,0",,,
8025,NO,2014,RA500,GWH,,"0,0",,,
8026,NO,2014,TOTAL,GWH,,,"125670,0",,
8027,NO,2014,W6210,GWH,,"210,0",,,
8028,NO,2015,E7000,GWH,"1917,0",,,"2264,433","132720,835"
8029,NO,2015,R5110-5150_W6000RI,GWH,,"17,0",,,
8030,NO,2015,R5292P,GWH,,"0,0",,,
8031,NO,2015,R5292SB,GWH,,"0,0",,,
8032,NO,2015,R5292SP,GWH,,"0,0",,,
8033,NO,2015,R5293SB,GWH,,"0,0",,,
8034,NO,2015,R5293SP,GWH,,"0,0",,,
8035,NO,2015,R5300,GWH,,"21,0",,,
8036,NO,2015,R5300B,GWH,,"0,0",,,
8037,NO,2015,RA000,GWH,,"137543,577",,,
8038,NO,2015,RA100,GWH,,"134985,269",,,
8039,NO,2015,RA200,GWH,,"0,0",,,
8040,NO,2015,RA300,GWH,,"2302,308",,,
8041,NO,2015,RA410,GWH,,"0,0",,,
8042,NO,2015,RA420,GWH,,"0,0",,,
8043,NO,2015,RA500,GWH,,"0,0",,,
8044,NO,2015,TOTAL,GWH,,,"128753,0",,
8045,NO,2015,W6210,GWH,,"218,0",,,
8046,NO,2016,E7000,GWH,"3807,0",,,"2507,592","134510,707"
8047,NO,2016,R5110-5150_W6000RI,GWH,,"28,0",,,
8048,NO,2016,R5292P,GWH,,"0,0",,,
8049,NO,2016,R5292SB,GWH,,"0,0",,,
8050,NO,2016,R5292SP,GWH,,"0,0",,,
8051,NO,2016,R5293SB,GWH,,"0,0",,,
8052,NO,2016,R5293SP,GWH,,"0,0",,,
8053,NO,2016,R5300,GWH,,"13,0",,,
8054,NO,2016,R5300B,GWH,,"0,0",,,
8055,NO,2016,RA000,GWH,,"139529,869",,,
8056,NO,2016,RA100,GWH,,"137018,3",,,
8057,NO,2016,RA200,GWH,,"0,0",,,
8058,NO,2016,RA300,GWH,,"2278,57",,,
8059,NO,2016,RA410,GWH,,"0,0",,,
8060,NO,2016,RA420,GWH,,"0,0",,,
8061,NO,2016,RA500,GWH,,"0,0",,,
8062,NO,2016,TOTAL,GWH,,,"132021,0",,
8063,NO,2016,W6210,GWH,,"192,0",,,
8064,NO,2017,E7000,GWH,"2533,0",,,"2496,272","134549,16"
8065,NO,2017,R5110-5150_W6000RI,GWH,,"6,0",,,
8066,NO,2017,R5292P,GWH,,"0,0",,,
8067,NO,2017,R5292SB,GWH,,"0,0",,,
8068,NO,2017,R5292SP,GWH,,"0,0",,,
8069,NO,2017,R5293SB,GWH,,"0,0",,,
8070,NO,2017,R5293SP,GWH,,"0,0",,,
8071,NO,2017,R5300,GWH,,"21,0",,,
8072,NO,2017,R5300B,GWH,,"0,0",,,
8073,NO,2017,RA000,GWH,,"140048,064",,,
8074,NO,2017,RA100,GWH,,"137045,432",,,
8075,NO,2017,RA200,GWH,,"0,0",,,
8076,NO,2017,RA300,GWH,,"2761,632",,,
8077,NO,2017,RA410,GWH,,"0,0",,,
8078,NO,2017,RA420,GWH,,"0,0",,,
8079,NO,2017,RA500,GWH,,"0,0",,,
8080,NO,2017,TOTAL,GWH,,,"133569,0",,
8081,NO,2017,W6210,GWH,,"214,0",,,
8082,NO,2018,E7000,GWH,"2919,268",,,"2300,922","138897,826"
8083,NO,2018,R5110-5150_W6000RI,GWH,,"15,775",,,
8084,NO,2018,R5292P,GWH,,"0,18",,,
8085,NO,2018,R5292SB,GWH,,"0,0",,,
8086,NO,2018,R5292SP,GWH,,"0,0",,,
8087,NO,2018,R5293SB,GWH,,"0,0",,,
8088,NO,2018,R5293SP,GWH,,"0,0",,,
8089,NO,2018,R5300,GWH,,"17,024",,,
8090,NO,2018,R5300B,GWH,,"0,0",,,
8091,NO,2018,RA000,GWH,,"145303,34900000002",,,
8092,NO,2018,RA100,GWH,,"141198,74800000002",,,
8093,NO,2018,RA200,GWH,,"0,0",,,
8094,NO,2018,RA300,GWH,,"3898,295",,,
8095,NO,2018,RA410,GWH,,"0,0",,,
8096,NO,2018,RA420,GWH,,"2,3169999999999997",,,
8097,NO,2018,RA500,GWH,,"0,0",,,
8098,NO,2018,TOTAL,GWH,,,"136028,864",,
8099,NO,2018,W6210,GWH,,"171,18900000000002",,,
8100,PL,2004,E7000,GWH,"256,05400000000003",,,"246,014","1819,844"
8101,PL,2004,R5110-5150_W6000RI,GWH,,"896,669",,,
8102,PL,2004,R5292P,GWH,,"0,0",,,
8103,PL,2004,R5292SB,GWH,,"0,0",,,
8104,PL,2004,R5292SP,GWH,,"0,0",,,
8105,PL,2004,R5293SB,GWH,,"0,0",,,
8106,PL,2004,R5293SP,GWH,,"0,0",,,
8107,PL,2004,R5300,GWH,,"86,075",,,
8108,PL,2004,R5300B,GWH,,"0,0",,,
8109,PL,2004,RA000,GWH,,"3164,969",,,
8110,PL,2004,RA100,GWH,,"2065,857",,,
8111,PL,2004,RA200,GWH,,"0,0",,,
8112,PL,2004,RA300,GWH,,"116,368",,,
8113,PL,2004,RA410,GWH,,"0,0",,,
8114,PL,2004,RA420,GWH,,"0,0",,,
8115,PL,2004,RA500,GWH,,"0,0",,,
8116,PL,2004,TOTAL,GWH,,,"143256,999",,
8117,PL,2004,W6210,GWH,,"0,0",,,
8118,PL,2005,E7000,GWH,"266,329",,,"272,70599999999996","1870,763"
8119,PL,2005,R5110-5150_W6000RI,GWH,,"1399,85",,,
8120,PL,2005,R5292P,GWH,,"0,0",,,
8121,PL,2005,R5292SB,GWH,,"0,0",,,
8122,PL,2005,R5292SP,GWH,,"0,0",,,
8123,PL,2005,R5293SB,GWH,,"0,0",,,
8124,PL,2005,R5293SP,GWH,,"0,0",,,
8125,PL,2005,R5300,GWH,,"111,277",,,
8126,PL,2005,R5300B,GWH,,"0,0",,,
8127,PL,2005,RA000,GWH,,"3857,875",,,
8128,PL,2005,RA100,GWH,,"2143,469",,,
8129,PL,2005,RA200,GWH,,"0,0",,,
8130,PL,2005,RA300,GWH,,"203,27900000000002",,,
8131,PL,2005,RA410,GWH,,"0,0",,,
8132,PL,2005,RA420,GWH,,"0,0",,,
8133,PL,2005,RA500,GWH,,"0,0",,,
8134,PL,2005,TOTAL,GWH,,,"144173,23",,
8135,PL,2005,W6210,GWH,,"0,0",,,
8136,PL,2006,E7000,GWH,"250,206",,,"276,756","1912,729"
8137,PL,2006,R5110-5150_W6000RI,GWH,,"1832,67",,,
8138,PL,2006,R5292P,GWH,,"0,0",,,
8139,PL,2006,R5292SB,GWH,,"0,0",,,
8140,PL,2006,R5292SP,GWH,,"0,0",,,
8141,PL,2006,R5293SB,GWH,,"0,0",,,
8142,PL,2006,R5293SP,GWH,,"0,0",,,
8143,PL,2006,R5300,GWH,,"160,12",,,
8144,PL,2006,R5300B,GWH,,"0,0",,,
8145,PL,2006,RA000,GWH,,"4507,428",,,
8146,PL,2006,RA100,GWH,,"2189,485",,,
8147,PL,2006,RA200,GWH,,"0,0",,,
8148,PL,2006,RA300,GWH,,"325,153",,,
8149,PL,2006,RA410,GWH,,"0,0",,,
8150,PL,2006,RA420,GWH,,"0,0",,,
8151,PL,2006,RA500,GWH,,"0,0",,,
8152,PL,2006,TOTAL,GWH,,,"149778,239",,
8153,PL,2006,W6210,GWH,,"0,0",,,
8154,PL,2007,E7000,GWH,"267,10200000000003",,,"277,198","1935,7060000000001"
8155,PL,2007,R5110-5150_W6000RI,GWH,,"2360,36",,,
8156,PL,2007,R5292P,GWH,,"0,0",,,
8157,PL,2007,R5292SB,GWH,,"0,0",,,
8158,PL,2007,R5292SP,GWH,,"0,0",,,
8159,PL,2007,R5293SB,GWH,,"0,0",,,
8160,PL,2007,R5293SP,GWH,,"0,0",,,
8161,PL,2007,R5300,GWH,,"195,21400000000003",,,
8162,PL,2007,R5300B,GWH,,"0,0",,,
8163,PL,2007,RA000,GWH,,"5293,21",,,
8164,PL,2007,RA100,GWH,,"2212,905",,,
8165,PL,2007,RA200,GWH,,"0,0",,,
8166,PL,2007,RA300,GWH,,"524,732",,,
8167,PL,2007,RA410,GWH,,"0,0",,,
8168,PL,2007,RA420,GWH,,"0,0",,,
8169,PL,2007,RA500,GWH,,"0,0",,,
8170,PL,2007,TOTAL,GWH,,,"153412,672",,
8171,PL,2007,W6210,GWH,,"0,0",,,
8172,PL,2008,E7000,GWH,"246,12099999999998",,,"279,278","1981,6860000000001"
8173,PL,2008,R5110-5150_W6000RI,GWH,,"3363,355",,,
8174,PL,2008,R5292P,GWH,,"0,0",,,
8175,PL,2008,R5292SB,GWH,,"0,0",,,
8176,PL,2008,R5292SP,GWH,,"0,0",,,
8177,PL,2008,R5293SB,GWH,,"0,0",,,
8178,PL,2008,R5293SP,GWH,,"0,0",,,
8179,PL,2008,R5300,GWH,,"254,877",,,
8180,PL,2008,R5300B,GWH,,"0,0",,,
8181,PL,2008,RA000,GWH,,"6735,173000000001",,,
8182,PL,2008,RA100,GWH,,"2260,9629999999997",,,
8183,PL,2008,RA200,GWH,,"0,0",,,
8184,PL,2008,RA300,GWH,,"855,9780000000001",,,
8185,PL,2008,RA410,GWH,,"0,0",,,
8186,PL,2008,RA420,GWH,,"0,0",,,
8187,PL,2008,RA500,GWH,,"0,0",,,
8188,PL,2008,TOTAL,GWH,,,"154040,578",,
8189,PL,2008,W6210,GWH,,"0,0",,,
8190,PL,2009,E7000,GWH,"259,478",,,"279,638","2013,18"
8191,PL,2009,R5110-5150_W6000RI,GWH,,"4904,113",,,
8192,PL,2009,R5292P,GWH,,"2,967",,,
8193,PL,2009,R5292SB,GWH,,"0,0",,,
8194,PL,2009,R5292SP,GWH,,"0,0",,,
8195,PL,2009,R5293SB,GWH,,"0,0",,,
8196,PL,2009,R5293SP,GWH,,"0,0",,,
8197,PL,2009,R5300,GWH,,"319,24",,,
8198,PL,2009,R5300B,GWH,,"0,0",,,
8199,PL,2009,RA000,GWH,,"8683,308",,,
8200,PL,2009,RA100,GWH,,"2292,8179999999998",,,
8201,PL,2009,RA200,GWH,,"0,0",,,
8202,PL,2009,RA300,GWH,,"1164,17",,,
8203,PL,2009,RA410,GWH,,"0,0",,,
8204,PL,2009,RA420,GWH,,"0,0",,,
8205,PL,2009,RA500,GWH,,"0,0",,,
8206,PL,2009,TOTAL,GWH,,,"148929,749",,
8207,PL,2009,W6210,GWH,,"0,0",,,
8208,PL,2010,E7000,GWH,"351,785",,,"282,666","2066,349"
8209,PL,2010,R5110-5150_W6000RI,GWH,,"5905,21",,,
8210,PL,2010,R5292P,GWH,,"0,9",,,
8211,PL,2010,R5292SB,GWH,,"0,0",,,
8212,PL,2010,R5292SP,GWH,,"0,0",,,
8213,PL,2010,R5293SB,GWH,,"0,0",,,
8214,PL,2010,R5293SP,GWH,,"0,0",,,
8215,PL,2010,R5300,GWH,,"398,38",,,
8216,PL,2010,R5300B,GWH,,"0,0",,,
8217,PL,2010,RA000,GWH,,"10353,795",,,
8218,PL,2010,RA100,GWH,,"2349,014",,,
8219,PL,2010,RA200,GWH,,"0,0",,,
8220,PL,2010,RA300,GWH,,"1700,29",,,
8221,PL,2010,RA410,GWH,,"0,0",,,
8222,PL,2010,RA420,GWH,,"0,0",,,
8223,PL,2010,RA500,GWH,,"0,0",,,
8224,PL,2010,TOTAL,GWH,,,"155734,803",,
8225,PL,2010,W6210,GWH,,"0,0",,,
8226,PL,2011,E7000,GWH,"207,58700000000002",,,"275,52099999999996","2088,9410000000003"
8227,PL,2011,R5110-5150_W6000RI,GWH,,"7148,379",,,
8228,PL,2011,R5292P,GWH,,"1,3980000000000001",,,
8229,PL,2011,R5292SB,GWH,,"0,0",,,
8230,PL,2011,R5292SP,GWH,,"0,0",,,
8231,PL,2011,R5293SB,GWH,,"0,0",,,
8232,PL,2011,R5293SP,GWH,,"0,0",,,
8233,PL,2011,R5300,GWH,,"451,13199999999995",,,
8234,PL,2011,R5300B,GWH,,"0,0",,,
8235,PL,2011,RA000,GWH,,"12886,146999999999",,,
8236,PL,2011,RA100,GWH,,"2364,4610000000002",,,
8237,PL,2011,RA200,GWH,,"0,0",,,
8238,PL,2011,RA300,GWH,,"2922,0",,,
8239,PL,2011,RA410,GWH,,"0,0",,,
8240,PL,2011,RA420,GWH,,"0,175",,,
8241,PL,2011,RA500,GWH,,"0,0",,,
8242,PL,2011,TOTAL,GWH,,,"157875,775",,
8243,PL,2011,W6210,GWH,,"0,0",,,
8244,PL,2012,E7000,GWH,"219,19299999999998",,,"267,785","2093,111"
8245,PL,2012,R5110-5150_W6000RI,GWH,,"9528,692",,,
8246,PL,2012,R5292P,GWH,,"0,24100000000000002",,,
8247,PL,2012,R5292SB,GWH,,"0,0",,,
8248,PL,2012,R5292SP,GWH,,"0,0",,,
8249,PL,2012,R5293SB,GWH,,"0,0",,,
8250,PL,2012,R5293SP,GWH,,"0,0",,,
8251,PL,2012,R5300,GWH,,"565,3580000000001",,,
8252,PL,2012,R5300B,GWH,,"0,0",,,
8253,PL,2012,RA000,GWH,,"16966,388",,,
8254,PL,2012,RA100,GWH,,"2360,896",,,
8255,PL,2012,RA200,GWH,,"0,0",,,
8256,PL,2012,RA300,GWH,,"4510,3009999999995",,,
8257,PL,2012,RA410,GWH,,"0,0",,,
8258,PL,2012,RA420,GWH,,"1,141",,,
8259,PL,2012,RA500,GWH,,"0,0",,,
8260,PL,2012,TOTAL,GWH,,,"158870,521",,
8261,PL,2012,W6210,GWH,,"0,0",,,
8262,PL,2013,E7000,GWH,"223,453",,,"259,54","2101,161"
8263,PL,2013,R5110-5150_W6000RI,GWH,,"7931,819",,,
8264,PL,2013,R5292P,GWH,,"0,597",,,
8265,PL,2013,R5292SB,GWH,,"0,0",,,
8266,PL,2013,R5292SP,GWH,,"0,0",,,
8267,PL,2013,R5293SB,GWH,,"0,0",,,
8268,PL,2013,R5293SP,GWH,,"0,0",,,
8269,PL,2013,R5300,GWH,,"689,717",,,
8270,PL,2013,R5300B,GWH,,"0,0",,,
8271,PL,2013,RA000,GWH,,"17116,288",,,
8272,PL,2013,RA100,GWH,,"2360,702",,,
8273,PL,2013,RA200,GWH,,"0,0",,,
8274,PL,2013,RA300,GWH,,"6132,569",,,
8275,PL,2013,RA410,GWH,,"0,0",,,
8276,PL,2013,RA420,GWH,,"1,482",,,
8277,PL,2013,RA500,GWH,,"0,0",,,
8278,PL,2013,TOTAL,GWH,,,"159501,244",,
8279,PL,2013,W6210,GWH,,"0,0",,,
8280,PL,2014,E7000,GWH,"211,30599999999998",,,"256,892","2115,8"
8281,PL,2014,R5110-5150_W6000RI,GWH,,"9160,204",,,
8282,PL,2014,R5292P,GWH,,"0,322",,,
8283,PL,2014,R5292SB,GWH,,"0,0",,,
8284,PL,2014,R5292SP,GWH,,"0,0",,,
8285,PL,2014,R5293SB,GWH,,"0,0",,,
8286,PL,2014,R5293SP,GWH,,"0,0",,,
8287,PL,2014,R5300,GWH,,"816,2719999999999",,,
8288,PL,2014,R5300B,GWH,,"0,0",,,
8289,PL,2014,RA000,GWH,,"19929,578999999998",,,
8290,PL,2014,RA100,GWH,,"2372,692",,,
8291,PL,2014,RA200,GWH,,"0,0",,,
8292,PL,2014,RA300,GWH,,"7573,519",,,
8293,PL,2014,RA410,GWH,,"0,0",,,
8294,PL,2014,RA420,GWH,,"6,891",,,
8295,PL,2014,RA500,GWH,,"0,0",,,
8296,PL,2014,TOTAL,GWH,,,"160673,659",,
8297,PL,2014,W6210,GWH,,"0,0",,,
8298,PL,2015,E7000,GWH,"187,44400000000002",,,"249,87900000000002","2103,534"
8299,PL,2015,R5110-5150_W6000RI,GWH,,"9026,64",,,
8300,PL,2015,R5292P,GWH,,"3,82",,,
8301,PL,2015,R5292SB,GWH,,"0,0",,,
8302,PL,2015,R5292SP,GWH,,"0,0",,,
8303,PL,2015,R5293SB,GWH,,"0,0",,,
8304,PL,2015,R5293SP,GWH,,"0,0",,,
8305,PL,2015,R5300,GWH,,"906,4010000000001",,,
8306,PL,2015,R5300B,GWH,,"0,0",,,
8307,PL,2015,RA000,GWH,,"22030,558999999997",,,
8308,PL,2015,RA100,GWH,,"2353,4120000000003",,,
8309,PL,2015,RA200,GWH,,"0,0",,,
8310,PL,2015,RA300,GWH,,"9687,466999999999",,,
8311,PL,2015,RA410,GWH,,"0,0",,,
8312,PL,2015,RA420,GWH,,"56,638999999999996",,,
